1477356626.832549,57.2,43.81
1477356636.848946,57.7,44.37
1477356646.8651466,57.7,44.21
1477356656.8810444,57.45,44.29
1477356666.8943508,57.62,44.45
1477356676.9108212,57.79,44.93
1477356686.9287012,57.54,44.69
1477356696.947946,57.29,44.13
1477356706.9673262,57.54,44.13
1477356716.9849703,57.45,44.45
1477356727.004149,57.54,44.37
1477356737.0200493,57.7,43.57
1477356747.0393908,57.62,43.41
1477356757.0583284,57.54,43.89
1477356767.0735843,57.54,44.21
1477356777.0907881,57.2,43.41
1477356787.1104321,56.87,43.57
1477356797.1286168,56.95,44.05
1477356807.1513455,57.45,44.77
1477356817.1706324,57.37,43.41
1477356827.185116,57.79,42.86
1477356837.2033465,57.45,43.73
1477356847.2222643,57.45,44.37
1477356857.2420661,57.54,43.73
1477356867.2631617,57.12,43.33
1477356877.2809567,57.12,43.81
1477356887.3005183,57.29,44.37
1477356897.3189924,57.03,43.49
1477356907.336837,57.12,43.49
1477356917.3544304,56.95,43.01
1477356927.369934,56.7,43.49
1477356937.3936794,56.78,44.61
1477356947.4108927,57.03,43.89
1477356957.4257915,57.03,43.97
1477356967.4446888,57.37,44.13
1477356977.4644055,57.37,43.73
1477356987.4833746,57.29,44.05
1477356997.5062056,57.45,44.13
1477357007.5227294,57.54,43.81
1477357017.5382593,57.37,43.25
1477357027.5569522,57.29,43.33
1477357037.574051,57.29,43.73
1477357047.5925891,57.03,44.29
1477357057.6144094,57.12,44.21
1477357067.6316803,57.03,44.37
1477357077.6506646,57.03,44.77
1477357088.400528,56.87,45.25
1477357098.4160101,56.95,44.05
1477357108.429467,57.12,43.41
1477357123.2621858,57.45,44.53
1477357133.2804267,57.62,44.13
1477357143.3004274,57.37,43.41
1477357153.341517,57.03,43.65
1477357163.3582418,57.03,44.21
1477357173.3720803,57.03,44.21
1477357183.3856106,56.95,43.97
1477357193.400374,56.7,43.25
1477357204.071827,56.78,43.65
1477357214.087714,56.87,43.57
1477357224.107108,56.62,43.09
1477357234.1224878,56.53,43.33
1477357244.1389627,56.78,43.57
1477357254.1583796,57.2,43.81
1477357264.1745532,57.12,44.61
1477357274.191069,57.03,44.05
1477357284.2078092,56.78,43.09
1477357294.225191,56.7,43.81
1477357304.2450526,56.7,43.49
1477357314.2622046,57.03,43.97
1477357324.278448,57.29,44.85
1477357334.294345,56.53,43.81
1477357344.3121085,56.03,43.97
1477357354.3285267,56.28,44.45
1477357364.3453503,56.45,43.17
1477357374.3600862,56.78,43.01
1477357384.3762848,56.87,44.29
1477357394.3950748,56.7,44.29
1477357404.4109864,56.45,43.57
1477357414.4273748,56.53,44.53
1477357424.4683087,56.62,44.29
1477357434.4828272,56.7,43.25
1477357444.4995031,56.7,44.05
1477357454.5168831,56.45,43.49
1477357464.5328605,56.7,43.81
1477357474.549178,56.87,44.77
1477357484.565873,56.45,43.25
1477357494.5822861,56.37,42.46
1477357504.5990045,56.78,44.53
1477357514.613612,56.7,43.17
1477357524.629433,56.78,42.3
1477357534.6456869,56.87,43.33
1477357544.682257,56.53,43.09
1477357554.7243721,56.62,43.73
1477357564.7407057,56.7,44.85
1477357574.7563791,56.28,44.21
1477357584.7724862,56.28,43.81
1477357594.787326,56.28,43.81
1477357604.8009923,55.86,43.49
1477357614.8203104,56.03,44.21
1477357624.8364072,56.37,44.29
1477357634.8551238,56.7,44.21
1477357644.8744667,56.7,44.53
1477357654.890947,56.62,44.37
1477357664.9058604,56.2,43.49
1477357674.921764,56.11,42.86
1477357684.9349148,56.37,43.89
1477357694.9488895,56.45,42.94
1477357704.9627268,56.28,42.22
1477357714.9787376,56.62,43.97
1477357724.9915962,56.28,43.49
1477357735.005824,56.37,42.86
1477357745.0282412,56.37,43.33
1477357755.0445461,55.86,43.09
1477357765.0601344,56.37,43.89
1477357775.0749469,56.45,43.25
1477357785.091772,56.37,43.65
1477357795.1077125,56.53,45.33
1477357805.12615,56.28,43.73
1477357815.141209,56.78,43.89
1477357825.1579134,57.03,43.49
1477357835.1736996,56.87,42.7
1477357845.1933868,56.53,43.73
1477357855.2097204,56.37,43.81
1477357865.229373,56.45,43.09
1477357875.2445946,56.37,42.62
1477357885.2587364,56.7,43.81
1477357895.2735653,56.62,44.53
1477357905.2898068,56.37,43.33
1477357915.3059173,56.45,42.54
1477357925.3248155,56.28,42.86
1477357935.340095,56.45,43.81
1477357945.3566,56.2,43.09
1477357955.3722553,55.86,42.62
1477357965.387121,55.95,44.53
1477357975.4067645,55.86,44.53
1477357985.4234555,55.86,42.7
1477357996.7205496,55.95,42.3
1477358006.759138,56.11,43.73
1477358016.7732227,56.28,43.81
1477358030.119555,56.2,43.73
1477358040.136714,56.28,44.05
1477358050.155871,56.11,42.46
1477358060.189584,56.11,42.7
1477358070.2056737,56.53,44.13
1477358080.2180855,56.45,43.25
1477358090.2346387,56.03,42.38
1477358100.253943,56.45,42.3
1477358110.2685657,56.62,43.73
1477358120.2892535,56.37,44.77
1477358130.3053608,56.78,44.61
1477358140.3248305,56.53,44.05
1477358150.3410122,56.11,42.7
1477358160.3546667,56.37,44.05
1477358170.3677006,56.28,44.13
1477358180.380171,56.53,43.49
1477358190.3944046,56.62,44.29
1477358200.4101207,55.95,42.54
1477358210.429524,56.03,42.62
1477358220.445821,56.03,43.89
1477358230.4651463,55.7,43.01
1477358240.4806898,55.53,41.99
1477358250.4953916,55.78,43.01
1477358260.5110912,56.11,43.33
1477358270.5275455,56.11,42.7
1477358280.541372,56.11,43.57
1477358290.5569978,56.37,43.57
1477358300.5690675,56.03,43.09
1477358310.5854568,55.86,43.89
1477358320.5992346,55.86,42.94
1477358330.6137495,55.78,42.22
1477358340.6254337,56.2,43.17
1477358350.643466,56.2,43.01
1477358360.6595461,55.78,42.54
1477358370.6759226,55.7,43.49
1477358380.691751,55.95,44.21
1477358390.707819,56.03,43.65
1477358400.721521,55.86,43.49
1477358410.7371473,55.7,42.78
1477358420.752268,55.95,43.09
1477358430.7909837,56.11,43.89
1477358440.8301497,56.28,44.05
1477358450.8490345,55.95,44.05
1477358460.8651602,56.03,43.89
1477358470.8845558,55.86,43.17
1477358480.9004273,55.53,43.09
1477358490.916936,55.95,42.46
1477358500.9320943,55.61,42.62
1477358510.9465384,55.7,43.25
1477358520.9613838,56.03,44.05
1477358530.9791574,55.61,43.89
1477358540.992902,55.61,42.62
1477358551.0050855,56.03,43.09
1477358561.018981,55.7,42.62
1477358571.0328832,55.12,41.83
1477358581.048741,55.36,42.94
1477358591.063938,55.78,44.21
1477358601.0794442,56.11,43.01
1477358611.0945048,55.78,41.43
1477358621.1083655,55.7,42.7
1477358631.123357,55.86,42.94
1477358641.1397867,55.53,41.2
1477358651.1549997,55.61,41.67
1477358661.1716993,55.7,42.7
1477358671.1872208,55.53,42.54
1477358681.2034647,55.53,43.41
1477358691.222814,55.95,43.57
1477358701.2385292,55.95,43.09
1477358711.2540405,56.11,43.25
1477358721.2682855,55.7,43.89
1477358731.2823594,55.53,43.41
1477358741.2997696,55.45,43.09
1477358751.3134685,55.28,42.7
1477358761.3307645,55.28,41.83
1477358771.3407292,55.53,42.3
1477358781.3545747,55.53,42.94
1477358791.3712163,55.61,43.81
1477358801.3859572,55.61,44.05
1477358811.4070146,55.53,43.97
1477358821.423726,55.28,43.97
1477358831.4396343,55.53,42.7
1477358841.4589849,55.2,42.46
1477358851.4711547,54.95,42.46
1477358861.4875205,55.2,42.94
1477358871.5254686,55.53,42.7
1477358881.5421922,55.45,42.78
1477358891.558682,54.87,42.94
1477358901.5717213,54.78,42.7
1477358911.6076858,55.28,42.3
1477358923.3003874,55.2,42.06
1477358933.3176653,55.36,41.91
1477358943.3370423,55.45,42.54
1477358953.3787396,55.45,43.09
1477358963.8882174,55.53,42.94
1477358973.903474,55.36,42.3
1477358983.9218388,55.45,41.99
1477358993.9382682,55.2,41.51
1477359003.9580219,54.78,41.51
1477359013.9686532,55.36,42.38
1477359023.980587,55.53,42.7
1477359033.9944143,55.2,43.01
1477359044.009091,55.36,43.97
1477359054.0252435,55.2,43.65
1477359064.0416372,54.87,43.01
1477359074.0575387,55.03,43.49
1477359084.0713553,55.36,43.33
1477359094.0877304,55.45,42.62
1477359104.1042988,55.2,42.06
1477359114.1206229,54.95,42.54
1477359124.1389759,55.28,43.33
1477359134.1547291,55.45,43.09
1477359144.1711822,55.36,43.33
1477359154.1896148,54.87,43.57
1477359164.2112815,54.62,43.49
1477359174.2257977,54.78,42.94
1477359184.2421505,54.87,42.94
1477359194.2586243,54.78,42.22
1477359204.2709818,54.7,41.99
1477359214.2857602,54.95,42.54
1477359224.3057132,54.78,43.17
1477359234.3204942,54.95,43.33
1477359244.3369153,54.78,42.46
1477359254.3528926,54.78,42.14
1477359264.3704069,55.12,43.33
1477359274.385838,54.62,42.86
1477359284.405417,54.45,42.22
1477359294.4223716,54.95,42.22
1477359304.4404156,54.7,42.14
1477359314.4571137,54.53,42.7
1477359324.4725914,54.45,43.73
1477359334.4889174,54.62,43.25
1477359344.5096438,54.7,41.35
1477359354.5241933,55.12,42.3
1477359364.5401528,55.12,43.73
1477359374.5562737,54.87,42.94
1477359384.5721982,55.03,42.14
1477359394.5879529,55.2,42.62
1477359404.6039724,55.03,43.01
1477359414.6201234,54.62,42.54
1477359424.6391833,54.29,41.99
1477359434.6519854,54.62,43.57
1477359444.6660533,54.87,43.01
1477359454.6790981,54.78,41.91
1477359464.6912763,55.03,43.01
1477359474.7061667,54.7,42.7
1477359484.7231874,54.95,41.2
1477359494.7387338,55.2,42.06
1477359504.7547412,55.03,43.57
1477359514.773807,54.45,42.3
1477359524.8073487,54.78,41.99
1477359534.8209875,55.03,42.3
1477359544.8363051,54.87,41.91
1477359554.8521352,54.78,41.99
1477359564.8681707,54.87,42.94
1477359574.8836262,54.53,41.59
1477359584.9023852,54.78,41.04
1477359594.917686,54.78,42.78
1477359604.9420276,54.45,43.41
1477359614.9575634,54.45,42.78
1477359624.9742868,54.53,41.83
1477359634.9906197,54.62,42.38
1477359645.007661,54.53,42.54
1477359655.0212083,54.37,42.78
1477359665.0356843,54.2,41.91
1477359675.0480583,54.12,41.12
1477359685.0648656,54.53,43.09
1477359695.0791228,54.78,42.94
1477359705.0896714,54.62,41.99
1477359715.107311,54.53,41.51
1477359725.1236742,54.78,42.7
1477359735.1411881,54.78,42.94
1477359746.539836,54.62,42.3
1477359756.55904,54.53,42.7
1477359766.5738025,54.53,43.09
1477359776.593417,54.53,43.17
1477359786.6078498,54.78,43.17
1477359796.622234,54.87,42.62
1477359806.6385558,54.12,41.99
1477359816.6549845,53.95,41.99
1477359826.6729624,54.37,42.22
1477359836.687466,54.7,42.46
1477359846.7069287,54.7,42.94
1477359856.7228465,54.53,43.01
1477359866.737879,54.45,42.62
1477359876.751959,54.7,42.3
1477359886.789966,54.37,41.43
1477359896.8086166,54.04,41.28
1477359906.823654,54.37,41.35
1477359916.8377702,54.45,41.83
1477359926.8533165,54.45,42.38
1477359936.8690445,54.2,41.75
1477359946.885566,54.29,42.46
1477359956.9013436,54.62,43.65
1477359966.911538,54.29,42.38
1477359976.930362,53.95,42.22
1477359986.9492643,54.12,41.91
1477359996.9926014,54.2,42.14
1477360007.009532,54.04,42.06
1477360017.0231354,53.79,41.75
1477360027.0382538,53.87,41.59
1477360037.0558977,54.04,41.12
1477360047.0748558,53.79,41.59
1477360057.0942824,53.62,42.14
1477360067.1131377,53.95,42.46
1477360077.172587,53.95,41.99
1477360087.1913471,53.79,41.83
1477360097.20731,53.54,42.22
1477360107.225946,53.79,42.46
1477360117.2406468,53.95,41.99
1477360127.258379,54.04,41.59
1477360137.2944345,54.12,41.99
1477360147.3117232,54.12,41.99
1477360157.3259072,54.12,42.22
1477360167.3421035,53.79,42.22
1477360177.361016,53.62,41.51
1477360187.3808699,54.04,41.43
1477360197.4365356,54.04,41.59
1477360207.474975,54.04,42.38
1477360217.4937942,54.12,42.94
1477360227.5101593,54.12,42.46
1477360237.528995,54.12,41.83
1477360247.5440905,53.95,41.67
1477360257.5615869,53.95,41.35
1477360267.5994222,53.79,41.51
1477360277.6135726,53.87,41.04
1477360287.6271398,53.95,40.96
1477360297.6447892,53.95,41.35
1477360307.6636145,53.87,41.83
1477360317.680797,53.79,42.14
1477360327.7247753,53.95,42.94
1477360337.7415607,53.62,42.38
1477360347.7598681,53.46,42.54
1477360357.7778244,53.95,43.81
1477360367.7943087,53.95,43.57
1477360377.849612,53.62,43.33
1477360387.8674896,54.2,43.01
1477360397.8805022,54.12,42.46
1477360407.892264,53.71,41.35
1477360417.911268,53.62,41.04
1477360427.9301717,53.71,41.75
1477360437.9495914,53.62,41.99
1477360447.9644375,53.79,41.99
1477360457.9783401,54.37,42.06
1477360467.9974475,54.37,42.7
1477360478.0152347,54.04,42.62
1477360488.032221,54.04,42.14
1477360498.0516415,54.12,40.65
1477360508.0667,54.04,40.8
1477360518.083045,54.12,41.99
1477360528.1019332,53.95,42.46
1477360538.119875,53.54,42.62
1477360548.1388488,53.71,42.78
1477360558.1562996,53.87,42.3
1477360568.1718009,53.71,42.06
1477360578.1848416,53.87,42.54
1477360588.1996675,53.87,43.17
1477360598.2181814,53.71,42.62
1477360608.2371087,53.54,42.54
1477360618.25697,53.71,42.46
1477360628.2714808,53.79,40.96
1477360638.2894661,53.87,41.43
1477360648.3065746,53.87,41.28
1477360658.321902,53.79,41.67
1477360668.3389273,53.79,41.91
1477360678.35737,53.79,42.22
1477360688.3689635,53.62,42.38
1477360698.3860824,53.87,42.22
1477360708.4018192,53.71,42.14
1477360718.422284,53.29,41.99
1477360728.4395294,53.29,41.35
1477360738.4735606,53.46,41.59
1477360748.4896598,53.87,42.54
1477360758.5064795,54.12,42.54
1477360768.523651,53.79,42.22
