1477294523.5135188,19.33,16.67
1477294533.528246,19.4,12.98
1477294543.5420315,19.61,17.96
1477294553.5583687,19.76,21.87
1477294563.5743542,19.54,18.75
1477294573.5891771,19.47,14.39
1477294583.607439,19.61,15.46
1477294593.6227448,19.33,18.89
1477294603.6586082,19.4,20.85
1477294613.677536,19.47,20.92
1477294623.6935415,19.33,21.79
1477294633.708368,19.47,19.11
1477294643.7262285,19.61,17.46
1477294653.7421124,19.69,16.17
1477294663.758827,19.54,13.76
1477294673.7773614,19.61,12.35
1477294683.7908692,19.54,13.19
1477294693.8069098,19.47,19.18
